2023-11-25 21:57:13,354 logger       DEBUG    Triangle<A:Coordinate<x:20.9095156136808, y:410.241584925467, z:0.0>, B:Coordinate<x:40.3180931515552, y:410.199849093171, z:-13.1001425794933>, C:Coordinate<x:19.8861310769664, y:410.241584925467, z:-6.46139566877567>> => Triangle<A:Coordinate<x:312, y:259, z:0.0>, B:Coordinate<x:313, y:255, z:0.0>, C:Coordinate<x:309, y:257, z:0.0>>
2023-11-25 21:57:13,355 logger       DEBUG    Triangle<A:Coordinate<x:10.7756260372566, y:290.24193217763, z:0.0>, B:Coordinate<x:10.2487236679308, y:256.194987879421, z:-3.33001218095906>, C:Coordinate<x:10.2482293598926, y:290.24193217763, z:-3.32985157054145>> => Triangle<A:Coordinate<x:274, y:234, z:0.0>, B:Coordinate<x:261, y:225, z:0.0>, C:Coordinate<x:272, y:233, z:0.0>>
2023-11-25 21:57:13,355 logger       DEBUG    Triangle<A:Coordinate<x:10.7756260372566, y:290.24193217763, z:0.0>, B:Coordinate<x:10.7761457834859, y:256.194987879421, z:0.0>, C:Coordinate<x:10.2487236679308, y:256.194987879421, z:-3.33001218095906>> => Triangle<A:Coordinate<x:274, y:234, z:0.0>, B:Coordinate<x:263, y:226, z:0.0>, C:Coordinate<x:261, y:225, z:0.0>>
2023-11-25 21:57:13,355 logger       DEBUG    Triangle<A:Coordinate<x:10.7761457834859, y:256.194987879421, z:0.0>, B:Coordinate<x:10.4616216792467, y:241.0, z:-3.39918693812442>, C:Coordinate<x:10.2487236679308, y:256.194987879421, z:-3.33001218095906>> => Triangle<A:Coordinate<x:263, y:226, z:0.0>, B:Coordinate<x:256, y:222, z:0.0>, C:Coordinate<x:261, y:225, z:0.0>>
2023-11-25 21:57:13,355 logger       DEBUG    Triangle<A:Coordinate<x:10.7761457834859, y:256.194987879421, z:0.0>, B:Coordinate<x:11.0, y:241.0, z:0.0>, C:Coordinate<x:10.4616216792467, y:241.0, z:-3.39918693812442>> => Triangle<A:Coordinate<x:263, y:226, z:0.0>, B:Coordinate<x:258, y:223, z:0.0>, C:Coordinate<x:256, y:222, z:0.0>>
2023-11-25 21:57:13,355 logger       DEBUG    Triangle<A:Coordinate<x:11.0, y:241.0, z:0.0>, B:Coordinate<x:13.8304910937015, y:239.215261138186, z:-4.4937989649174>, C:Coordinate<x:10.4616216792467, y:241.0, z:-3.39918693812442>> => Triangle<A:Coordinate<x:258, y:223, z:0.0>, B:Coordinate<x:256, y:221, z:0.0>, C:Coordinate<x:256, y:222, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:11.0, y:241.0, z:0.0>, B:Coordinate<x:14.5422389276909, y:239.215261138186, z:0.0>, C:Coordinate<x:13.8304910937015, y:239.215261138186, z:-4.4937989649174>> => Triangle<A:Coordinate<x:258, y:223, z:0.0>, B:Coordinate<x:259, y:222, z:0.0>, C:Coordinate<x:256, y:221, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:14.5422389276909, y:239.215261138186, z:0.0>, B:Coordinate<x:22.1211257619113, y:236.86881487519, z:-7.18758946289015>, C:Coordinate<x:13.8304910937015, y:239.215261138186, z:-4.4937989649174>> => Triangle<A:Coordinate<x:259, y:222, z:0.0>, B:Coordinate<x:257, y:219, z:0.0>, C:Coordinate<x:256, y:221, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:14.5422389276909, y:239.215261138186, z:0.0>, B:Coordinate<x:23.2595280962737, y:236.86881487519, z:0.0>, C:Coordinate<x:22.1211257619113, y:236.86881487519, z:-7.18758946289015>> => Triangle<A:Coordinate<x:259, y:222, z:0.0>, B:Coordinate<x:262, y:222, z:0.0>, C:Coordinate<x:257, y:219, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:23.2595280962737, y:236.86881487519, z:0.0>, B:Coordinate<x:33.5777139559991, y:233.714738043102, z:-10.9100606187786>, C:Coordinate<x:22.1211257619113, y:236.86881487519, z:-7.18758946289015>> => Triangle<A:Coordinate<x:262, y:222, z:0.0>, B:Coordinate<x:259, y:217, z:0.0>, C:Coordinate<x:257, y:219, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:23.2595280962737, y:236.86881487519, z:0.0>, B:Coordinate<x:35.3056978010111, y:233.714738043102, z:0.0>, C:Coordinate<x:33.5777139559991, y:233.714738043102, z:-10.9100606187786>> => Triangle<A:Coordinate<x:262, y:222, z:0.0>, B:Coordinate<x:266, y:221, z:0.0>, C:Coordinate<x:259, y:217, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:35.3056978010111, y:233.714738043102, z:0.0>, B:Coordinate<x:46.4444439480875, y:229.507107474009, z:-15.0907146193188>, C:Coordinate<x:33.5777139559991, y:233.714738043102, z:-10.9100606187786>> => Triangle<A:Coordinate<x:266, y:221, z:0.0>, B:Coordinate<x:261, y:215, z:0.0>, C:Coordinate<x:259, y:217, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:35.3056978010111, y:233.714738043102, z:0.0>, B:Coordinate<x:48.8345783371656, y:229.507107474009, z:0.0>, C:Coordinate<x:46.4444439480875, y:229.507107474009, z:-15.0907146193188>> => Triangle<A:Coordinate<x:266, y:221, z:0.0>, B:Coordinate<x:270, y:220, z:0.0>, C:Coordinate<x:261, y:215, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:48.8345783371656, y:229.507107474009, z:0.0>, B:Coordinate<x:58.9655040102995, y:224.0, z:-19.1590536512467>, C:Coordinate<x:46.4444439480875, y:229.507107474009, z:-15.0907146193188>> => Triangle<A:Coordinate<x:270, y:220, z:0.0>, B:Coordinate<x:263, y:212, z:0.0>, C:Coordinate<x:261, y:215, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:48.8345783371656, y:229.507107474009, z:0.0>, B:Coordinate<x:62.0, y:224.0, z:0.0>, C:Coordinate<x:58.9655040102995, y:224.0, z:-19.1590536512467>> => Triangle<A:Coordinate<x:270, y:220, z:0.0>, B:Coordinate<x:274, y:219, z:0.0>, C:Coordinate<x:263, y:212, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:62.0, y:224.0, z:0.0>, B:Coordinate<x:70.7540235601442, y:216.461466842466, z:-22.9893758424179>, C:Coordinate<x:58.9655040102995, y:224.0, z:-19.1590536512467>> => Triangle<A:Coordinate<x:274, y:219, z:0.0>, B:Coordinate<x:263, y:209, z:0.0>, C:Coordinate<x:263, y:212, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:62.0, y:224.0, z:0.0>, B:Coordinate<x:74.3951829863559, y:216.461466842466, z:0.0>, C:Coordinate<x:70.7540235601442, y:216.461466842466, z:-22.9893758424179>> => Triangle<A:Coordinate<x:274, y:219, z:0.0>, B:Coordinate<x:277, y:217, z:0.0>, C:Coordinate<x:263, y:209, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:74.3951829863559, y:216.461466842466, z:0.0>, B:Coordinate<x:82.1937147881497, y:206.710984906324, z:-26.7063568412197>, C:Coordinate<x:70.7540235601442, y:216.461466842466, z:-22.9893758424179>> => Triangle<A:Coordinate<x:277, y:217, z:0.0>, B:Coordinate<x:263, y:205, z:0.0>, C:Coordinate<x:263, y:209, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:74.3951829863559, y:216.461466842466, z:0.0>, B:Coordinate<x:86.4235861695536, y:206.710984906324, z:0.0>, C:Coordinate<x:82.1937147881497, y:206.710984906324, z:-26.7063568412197>> => Triangle<A:Coordinate<x:277, y:217, z:0.0>, B:Coordinate<x:279, y:214, z:0.0>, C:Coordinate<x:263, y:205, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:86.4235861695536, y:206.710984906324, z:0.0>, B:Coordinate<x:92.6846401259677, y:195.329769548949, z:-30.1150651151857>, C:Coordinate<x:82.1937147881497, y:206.710984906324, z:-26.7063568412197>> => Triangle<A:Coordinate<x:279, y:214, z:0.0>, B:Coordinate<x:262, y:201, z:0.0>, C:Coordinate<x:263, y:205, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:86.4235861695536, y:206.710984906324, z:0.0>, B:Coordinate<x:97.4543978595733, y:195.329769548949, z:0.0>, C:Coordinate<x:92.6846401259677, y:195.329769548949, z:-30.1150651151857>> => Triangle<A:Coordinate<x:279, y:214, z:0.0>, B:Coordinate<x:280, y:211, z:0.0>, C:Coordinate<x:262, y:201, z:0.0>>
2023-11-25 21:57:13,356 logger       DEBUG    Triangle<A:Coordinate<x:97.4543978595733, y:195.329769548949, z:0.0>, B:Coordinate<x:101.62686200525, y:182.899036127716, z:-33.0205691318492>, C:Coordinate<x:92.6846401259677, y:195.329769548949, z:-30.1150651151857>> => Triangle<A:Coordinate<x:280, y:211, z:0.0>, B:Coordinate<x:260, y:196, z:0.0>, C:Coordinate<x:262, y:201, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:97.4543978595733, y:195.329769548949, z:0.0>, B:Coordinate<x:106.856806366395, y:182.899036127716, z:0.0>, C:Coordinate<x:101.62686200525, y:182.899036127716, z:-33.0205691318492>> => Triangle<A:Coordinate<x:280, y:211, z:0.0>, B:Coordinate<x:280, y:208, z:0.0>, C:Coordinate<x:260, y:196, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:106.856806366395, y:182.899036127716, z:0.0>, B:Coordinate<x:108.420442857648, y:170.0, z:-35.227937358744>, C:Coordinate<x:101.62686200525, y:182.899036127716, z:-33.0205691318492>> => Triangle<A:Coordinate<x:280, y:208, z:0.0>, B:Coordinate<x:257, y:192, z:0.0>, C:Coordinate<x:260, y:196, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:106.856806366395, y:182.899036127716, z:0.0>, B:Coordinate<x:114.0, y:170.0, z:0.0>, C:Coordinate<x:108.420442857648, y:170.0, z:-35.227937358744>> => Triangle<A:Coordinate<x:280, y:208, z:0.0>, B:Coordinate<x:279, y:204, z:0.0>, C:Coordinate<x:257, y:192, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:114.0, y:170.0, z:0.0>, B:Coordinate<x:113.152365240605, y:156.156138070717, z:-36.7654321420123>, C:Coordinate<x:108.420442857648, y:170.0, z:-35.227937358744>> => Triangle<A:Coordinate<x:279, y:204, z:0.0>, B:Coordinate<x:253, y:188, z:0.0>, C:Coordinate<x:257, y:192, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:114.0, y:170.0, z:0.0>, B:Coordinate<x:118.975437633707, y:156.156138070717, z:0.0>, C:Coordinate<x:113.152365240605, y:156.156138070717, z:-36.7654321420123>> => Triangle<A:Coordinate<x:279, y:204, z:0.0>, B:Coordinate<x:276, y:201, z:0.0>, C:Coordinate<x:253, y:188, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:118.975437633707, y:156.156138070717, z:0.0>, B:Coordinate<x:116.449579754935, y:141.83575304635, z:-37.8367620804229>, C:Coordinate<x:113.152365240605, y:156.156138070717, z:-36.7654321420123>> => Triangle<A:Coordinate<x:276, y:201, z:0.0>, B:Coordinate<x:249, y:183, z:0.0>, C:Coordinate<x:253, y:188, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:118.975437633707, y:156.156138070717, z:0.0>, B:Coordinate<x:122.442334140735, y:141.83575304635, z:0.0>, C:Coordinate<x:116.449579754935, y:141.83575304635, z:-37.8367620804229>> => Triangle<A:Coordinate<x:276, y:201, z:0.0>, B:Coordinate<x:273, y:197, z:0.0>, C:Coordinate<x:249, y:183, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:122.442334140735, y:141.83575304635, z:0.0>, B:Coordinate<x:118.522100897339, y:129.037298986625, z:-38.5101650204494>, C:Coordinate<x:116.449579754935, y:141.83575304635, z:-37.8367620804229>> => Triangle<A:Coordinate<x:273, y:197, z:0.0>, B:Coordinate<x:245, y:179, z:0.0>, C:Coordinate<x:249, y:183, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:122.442334140735, y:141.83575304635, z:0.0>, B:Coordinate<x:124.621511830909, y:129.037298986625, z:0.0>, C:Coordinate<x:118.522100897339, y:129.037298986625, z:-38.5101650204494>> => Triangle<A:Coordinate<x:273, y:197, z:0.0>, B:Coordinate<x:269, y:193, z:0.0>, C:Coordinate<x:245, y:179, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:124.621511830909, y:129.037298986625, z:0.0>, B:Coordinate<x:119.579943164523, y:119.759229951267, z:-38.8538788085651>, C:Coordinate<x:118.522100897339, y:129.037298986625, z:-38.5101650204494>> => Triangle<A:Coordinate<x:269, y:193, z:0.0>, B:Coordinate<x:242, y:176, z:0.0>, C:Coordinate<x:245, y:179, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:124.621511830909, y:129.037298986625, z:0.0>, B:Coordinate<x:125.733793014055, y:119.759229951267, z:0.0>, C:Coordinate<x:119.579943164523, y:119.759229951267, z:-38.8538788085651>> => Triangle<A:Coordinate<x:269, y:193, z:0.0>, B:Coordinate<x:266, y:190, z:0.0>, C:Coordinate<x:242, y:176, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:125.733793014055, y:119.759229951267, z:0.0>, B:Coordinate<x:119.833121053189, y:116.0, z:-38.9361412912434>, C:Coordinate<x:119.579943164523, y:119.759229951267, z:-38.8538788085651>> => Triangle<A:Coordinate<x:266, y:190, z:0.0>, B:Coordinate<x:240, y:175, z:0.0>, C:Coordinate<x:242, y:176, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:125.733793014055, y:119.759229951267, z:0.0>, B:Coordinate<x:126.0, y:116.0, z:0.0>, C:Coordinate<x:119.833121053189, y:116.0, z:-38.9361412912434>> => Triangle<A:Coordinate<x:266, y:190, z:0.0>, B:Coordinate<x:265, y:189, z:0.0>, C:Coordinate<x:240, y:175, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:126.0, y:116.0, z:0.0>, B:Coordinate<x:118.809997342671, y:116.041332115954, z:-38.6037082460129>, C:Coordinate<x:119.833121053189, y:116.0, z:-38.9361412912434>> => Triangle<A:Coordinate<x:265, y:189, z:0.0>, B:Coordinate<x:240, y:175, z:0.0>, C:Coordinate<x:240, y:175, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:126.0, y:116.0, z:0.0>, B:Coordinate<x:124.924224067667, y:116.041332115954, z:0.0>, C:Coordinate<x:118.809997342671, y:116.041332115954, z:-38.6037082460129>> => Triangle<A:Coordinate<x:265, y:189, z:0.0>, B:Coordinate<x:265, y:189, z:0.0>, C:Coordinate<x:240, y:175, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:124.924224067667, y:116.041332115954, z:0.0>, B:Coordinate<x:116.478306677145, y:116.644387215037, z:-37.8460960232612>, C:Coordinate<x:118.809997342671, y:116.041332115954, z:-38.6037082460129>> => Triangle<A:Coordinate<x:265, y:189, z:0.0>, B:Coordinate<x:240, y:176, z:0.0>, C:Coordinate<x:240, y:175, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:124.924224067667, y:116.041332115954, z:0.0>, B:Coordinate<x:122.472539414258, y:116.644387215037, z:0.0>, C:Coordinate<x:116.478306677145, y:116.644387215037, z:-37.8460960232612>> => Triangle<A:Coordinate<x:265, y:189, z:0.0>, B:Coordinate<x:264, y:189, z:0.0>, C:Coordinate<x:240, y:176, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:122.472539414258, y:116.644387215037, z:0.0>, B:Coordinate<x:113.707121350584, y:117.526776256143, z:-36.9456833287498>, C:Coordinate<x:116.478306677145, y:116.644387215037, z:-37.8460960232612>> => Triangle<A:Coordinate<x:264, y:189, z:0.0>, B:Coordinate<x:239, y:176, z:0.0>, C:Coordinate<x:240, y:176, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:122.472539414258, y:116.644387215037, z:0.0>, B:Coordinate<x:119.558742727015, y:117.526776256143, z:0.0>, C:Coordinate<x:113.707121350584, y:117.526776256143, z:-36.9456833287498>> => Triangle<A:Coordinate<x:264, y:189, z:0.0>, B:Coordinate<x:263, y:189, z:0.0>, C:Coordinate<x:239, y:176, z:0.0>>
2023-11-25 21:57:13,357 logger       DEBUG    Triangle<A:Coordinate<x:119.558742727015, y:117.526776256143, z:0.0>, B:Coordinate<x:111.365513656957, y:118.406110198166, z:-36.1848488682402>, C:Coordinate<x:113.707121350584, y:117.526776256143, z:-36.9456833287498>> => Triangle<A:Coordinate<x:263, y:189, z:0.0>, B:Coordinate<x:239, y:177, z:0.0>, C:Coordinate<x:239, y:176, z:0.0>>
